Name;Price;Review;Score;Image;Subcategory;URL;Platform;Store;Category;brand;historical_sold;view_count;shop_location;enToken;thToken
Windows 10 Pro OEM COA sticker ใช้ได้ทั้ง 32/64 bits ถาวร ของแท้ 100% พร้อมส่ง;379.0;12776;4.960154952960709;https://cf.shopee.co.th/file/1a17386bb0051d37ccaad783d2de3e3d_tn;คอมพิวเตอร์และแล็ปท็อป;https://shopee.co.th/Windows-10-Pro-OEM-COA-sticker-ใช้ได้ทั้ง-32/64-bits-ถาวร-ของแท้-100%-พร้อมส่ง-i.12688586.6847220858;Shopee;;คอมพิวเตอร์และแล็ปท็อป;Microsoft(ไมโครซอฟท์);11155;11919;จังหวัดกรุงเทพมหานคร;Windows 10 Pro OEM COA sticker 32 64 bits 100 ;10 ใช้ได้ทั้ง 32 64 ถาวร ของแท้ 100 พร้อมส่ง 
Winrar Key ถาวร รับประกันตลอดชีพ ของแท้;29.0;3;4.95;https://cf.shopee.co.th/file/3b97320fb60497272ca74a8349087239_tn;ซอฟต์แวร์;https://shopee.co.th/Winrar-Key-ถาวร-รับประกันตลอดชีพ-ของแท้-i.33790336.10948038747;Shopee;;อุปกรณ์เชื่อมต่ออินเทอร์เน็ตและโปรแกรม;;31;136;จังหวัดราชบุรี;Winrar Key ;ถาวร รับประกันตลอดชีพ ของแท้ 
Xiaomi Mi 360° Home Security Camera 2K กล้องหมุนถ่ายภาพได้ 360องศา ของแท้ ประกันศูนย์ไทย 1ปี (Global Version);1250.0;28;4.888888888888889;https://cf.shopee.co.th/file/6d19e86b18bf48a06b4a2e6a299aab0c_tn;กล้องแอคชั่น;https://shopee.co.th/Xiaomi-Mi-360°-Home-Security-Camera-2K-กล้องหมุนถ่ายภาพได้-360องศา-ของแท้-ประกันศูนย์ไทย-1ปี-(Global-Version)-i.31387011.6883416732;Shopee;;กล้อง;Xiaomi(เสี่ยวมี่);71;172;จังหวัดกรุงเทพมหานคร;Xiaomi Mi 360 Home Security Camera 2K 360 1 Global Version ;360 2 กล้องหมุนถ่ายภาพได้ 360องศา ของแท้ ประกันศูนย์ไทย 1ปี 
Xiaomi Mi Air 2 SE 🔥ของแท้ 100%🔥หูฟังไร้สาย Bluetooth 5.0 ฟังก์ชั่นครบ[รับประกันร้าน 1 เดือน];369.0;7355;4.672586015538291;https://cf.shopee.co.th/file/553e8cd6b9d7d3c1655015ba1983c8f2_tn;อุปกรณ์สำหรับเล่นเกม;https://shopee.co.th/Xiaomi-Mi-Air-2-SE-🔥ของแท้-100%🔥หูฟังไร้สาย-Bluetooth-5.0-ฟังก์ชั่นครบ[รับประกันร้าน-1-เดือน]-i.86902805.7775809627;Shopee;;อุปกรณ์สำหรับเกมเมอร์;;9083;19263;จังหวัดกรุงเทพมหานคร;Xiaomi Mi Air 2 SE 100 Bluetooth 5.0 1 ;2 ของแท้ 100 หูฟังไร้สาย 5.0 ฟังก์ชั่นครบ รับประกันร้าน 1 เดือน 
Xiaomi Mi Home Security Camera 2K (Magnetic Mount) (Global Version) เสี่ยวหมี่ กล้องวงจรปิด 2K ความคมชัดพิเศษ 2304x1296p (รับประกันศูนย์ไทย);990.0;186;4.759740259740259;https://cf.shopee.co.th/file/4abeb11bec9a46cde7e062581d5a46e2_tn;กล้องวงจรปิด;https://shopee.co.th/Xiaomi-Mi-Home-Security-Camera-2K-(Magnetic-Mount)-(Global-Version)-เสี่ยวหมี่-กล้องวงจรปิด-2K-ความคมชัดพิเศษ-2304x1296p-(รับประกันศูนย์ไทย)-i.98838392.6179333475;Shopee;;กล้อง;Xiaomi(เสี่ยวหมี่);494;4021;จังหวัดกรุงเทพมหานคร;Xiaomi Mi Home Security Camera 2K Magnetic Mount Global Version 2K 2304x1296p ;2 เสี่ยวหมี่ กล้องวงจรปิด 2 ความคมชัดพิเศษ 2304 1296 รับประกันศูนย์ไทย 
Xiaomi Mi Wireless Outdoor Security Camera 1080p Set  *รับฟรี Mi 20W Charger (Type-C) มูลค่า 249.- | กันฝุ่นและน้ำระดับ IP65 มุมมองกว้าง 130° แบตใช้งานนาน90วัน;2899.0;1401;4.885844748858448;https://cf.shopee.co.th/file/d5b977d17473d7b931ac53618efb331f_tn;กล้องวงจรปิด;https://shopee.co.th/Xiaomi-Mi-Wireless-Outdoor-Security-Camera-1080p-Set--*รับฟรี-Mi-20W-Charger-(Type-C)-มูลค่า-249.--|-กันฝุ่นและน้ำระดับ-IP65-มุมมองกว้าง-130°-แบตใช้งานนาน90วัน-i.28710029.13215000127;Shopee;;กล้อง;;574;9344;จังหวัดสมุทรปราการ;Xiaomi Mi Wireless Outdoor Security Camera 1080p Set * Mi 20W Charger Type-C 249.- IP65 130 90 ;1080 *รับฟรี 20 - มูลค่า 249.- กันฝุ่นและน้ำระดับ 65 มุมมองกว้าง 130 แบตใช้งานนาน90วัน 
Xiaomi Redmi 9A (2/32 GB) เครื่องใหม่ รับประกันศูนย์ไทย 15 เดือน;2850.0;774;4.868460388639761;https://cf.shopee.co.th/file/9872109b3655519a5e3e4ddd5e489b22_tn;โทรศัพท์มือถือ;https://shopee.co.th/Xiaomi-Redmi-9A-(2/32-GB)-เครื่องใหม่-รับประกันศูนย์ไทย-15-เดือน-i.70036324.4541880408;Shopee;;โทรศัพท์มือถือและแท็บเล็ต;Xiaomi(เสี่ยวมี่);1549;3169;จังหวัดสุพรรณบุรี;Xiaomi Redmi 9A 2 32 GB 15 ;9 2 32 เครื่องใหม่ รับประกันศูนย์ไทย 15 เดือน 
Xiaomi Redmi Watch 2 Lite รับประกัน 15 เดือน;1650.0;631;4.838028169014085;https://cf.shopee.co.th/file/46809e022ef78025b1b3cf372bee0e55_tn;อุปกรณ์ไอทีสวมใส่;https://shopee.co.th/Xiaomi-Redmi-Watch-2-Lite-รับประกัน-15-เดือน-i.389528981.15711697867;Shopee;;อุปกรณ์เสริมคอมพิวเตอร์;;274;12723;จังหวัดกรุงเทพมหานคร;Xiaomi Redmi Watch 2 Lite 15 ;2 รับประกัน 15 เดือน 
YIDA สายเเลน ที่ดีที่สุด CAT5E INDOOR ของแท้ 💯 💯 ความยาว 1-10 เมตร;15.0;202;4.861861861861862;https://cf.shopee.co.th/file/4e57f7a42ff525c1ea0bf79584091784_tn;อุปกรณ์เน็ตเวิร์ค;https://shopee.co.th/YIDA-สายเเลน-ที่ดีที่สุด-CAT5E-INDOOR-ของแท้-💯-💯-ความยาว-1-10-เมตร-i.41210926.3200062655;Shopee;;อุปกรณ์เชื่อมต่ออินเทอร์เน็ตและโปรแกรม;Yida(ยิด้า);2429;164;จังหวัดปทุมธานี;YIDA CAT5E INDOOR 1-10 ;สายเเลน ที่ดีที่สุด 5 ของแท้ ความยาว 1-10 เมตร 
YUNTENG VCT-668/DV-211N ขาตั้งกล้องขาตั้งมือถือ3ขา tripod for camera DV Professional Photographic equipment Gimbal Head;489.0;2737;4.846527777777778;https://cf.shopee.co.th/file/c6ee901be979de1c2284c127637678d6_tn;อุปกรณ์เสริมกล้อง;https://shopee.co.th/YUNTENG-VCT-668/DV-211N-ขาตั้งกล้องขาตั้งมือถือ3ขา-tripod-for-camera-DV-Professional-Photographic-equipment-Gimbal-Head-i.4155820.554138640;Shopee;;อุปกรณ์เสริมกล้อง;YUNTENG;5914;1806;จังหวัดกรุงเทพมหานคร;YUNTENG VCT-668 DV-211N 3 tripod for camera DV Professional Photographic equipment Gimbal Head ;-668 -211 ขาตั้งกล้องขาตั้งมือถือ3ขา 
[ เลือกเบอร์ #1 ] ✅ ซิมเทพ AIS มาราธอน เน็ตเร็ว 10Mbps เดือนละ 100GB โทรAis ฟรี!! ใช้งาน 1 ปี ไม่ลดความเร็ว ซิม มันถูกดี;1590.0;306;4.906054279749478;https://cf.shopee.co.th/file/8306341020c5c1d4c43c40cbcff999fb_tn;อุปกรณ์เน็ตเวิร์ค;https://shopee.co.th/[-เลือกเบอร์-#1-]-✅-ซิมเทพ-AIS-มาราธอน-เน็ตเร็ว-10Mbps-เดือนละ-100GB-โทรAis-ฟรี!!-ใช้งาน-1-ปี-ไม่ลดความเร็ว-ซิม-มันถูกดี-i.67420445.7344286792;Shopee;;อุปกรณ์เชื่อมต่ออินเทอร์เน็ตและโปรแกรม;;1119;4489;จังหวัดกรุงเทพมหานคร;1 AIS 10Mbps 100GB Ais 1 ;เลือกเบอร์ 1 ซิมเทพ มาราธอน เน็ตเร็ว 10 เดือนละ 100 โทร ฟรี ใช้งาน 1 ปี ไม่ลดความเร็ว ซิม มันถูกดี 
[1169บ.โค้ดRWC9LJCK] IMILAB C21 (GB V.) กล้องวงจรปิด wifi ภายในบ้านคมชัด2.5K แสดงภาพสีกลางคืน ศูนย์ไทย;1299.0;835;4.795811518324608;https://cf.shopee.co.th/file/5f5f3e302696811b49e23bfadad3bb70_tn;กล้องวงจรปิด;https://shopee.co.th/[1169บ.โค้ดRWC9LJCK]-IMILAB-C21-(GB-V.)-กล้องวงจรปิด-wifi-ภายในบ้านคมชัด2.5K-แสดงภาพสีกลางคืน-ศูนย์ไทย-i.311504255.7592077465;Shopee;;กล้อง;;1135;3035;จังหวัดสมุทรปราการ;1169 . RWC9LJCK IMILAB C21 GB V. wifi 2.5K ;1169บ.โค้ด 9 21 . กล้องวงจรปิด ภายในบ้านคมชัด2.5 แสดงภาพสีกลางคืน ศูนย์ไทย 
[1251บ.โค้ดRWC9LJCK] IMILAB W12 นาฬิกาสมาร์ทวอทช์ นาฬิกาผู้ชาย วัดออกซิเจนในเลือด SpO2 ประกันศูนย์ไทย;1390.0;599;4.813725490196078;https://cf.shopee.co.th/file/bd3483a883b68b404d5dccdf927fc314_tn;อุปกรณ์ไอทีสวมใส่;https://shopee.co.th/[1251บ.โค้ดRWC9LJCK]-IMILAB-W12-นาฬิกาสมาร์ทวอทช์-นาฬิกาผู้ชาย-วัดออกซิเจนในเลือด-SpO2-ประกันศูนย์ไทย-i.311504255.12026114443;Shopee;;อุปกรณ์เสริมคอมพิวเตอร์;;611;5736;จังหวัดสมุทรปราการ;1251 . RWC9LJCK IMILAB W12 SpO2 ;1251บ.โค้ด 9 12 นาฬิกาสมาร์ทวอทช์ นาฬิกาผู้ชาย วัดออกซิเจนในเลือด 2 ประกันศูนย์ไทย 
[135color] ฟิล์มสี DUBBLEFILM APOLLO ISO 200 & 400 135-36 35MM 36EXP ฟิล์มถ่ายรูป 35มม;520.0;368;5.0;https://cf.shopee.co.th/file/9571f186d2765ee15c7e1709ab1d2340_tn;ฟิล์ม;https://shopee.co.th/[135color]-ฟิล์มสี-DUBBLEFILM-APOLLO-ISO-200-&-400-135-36-35MM-36EXP-ฟิล์มถ่ายรูป-35มม-i.90531110.2287986457;Shopee;;อุปกรณ์เสริมโทรศัพท์มือถือและแท็บเล็ต;Dubblefilm(ดับเบิ้ลฟิล์ม);146;773;จังหวัดกรุงเทพมหานคร;135color DUBBLEFILM APOLLO ISO 200 400 135-36 35MM 36EXP 35 ;135 ฟิล์มสี 200 400 135-36 35 36 ฟิล์มถ่ายรูป 35มม 
[3190 บ.โค้ด AZSQKMHK] Amazfit GTS 2E Waterproof Smartwatch SpO2 วัดออกซิเจนในเลือด นับก้าว GTS2 E สัมผัสได้เต็มจอ Smart watch วัดอัตราการเต้นของหัวใจ วัดชีพจร ความดัน นาฬิกาสมาร์ทวอทช์อัจฉริยะ อภาพ AMOLED นาฬิกาอัจฉริยะ ประกัน 1 ปี ผ่อน 0%;3290.0;1365;4.812108559498956;https://cf.shopee.co.th/file/ea88eafdf6496066333f46714984212c_tn;อุปกรณ์ไอทีสวมใส่;https://shopee.co.th/[3190-บ.โค้ด-AZSQKMHK]-Amazfit-GTS-2E-Waterproof-Smartwatch-SpO2-วัดออกซิเจนในเลือด-นับก้าว-GTS2-E-สัมผัสได้เต็มจอ-Smart-watch-วัดอัตราการเต้นของหัวใจ-วัดชีพจร-ความดัน-นาฬิกาสมาร์ทวอทช์อัจฉริยะ-อภาพ-AMOLED-นาฬิกาอัจฉริยะ-ประกัน-1-ปี-ผ่อน-0%-i.349381334.4477494398;Shopee;;อุปกรณ์เสริมคอมพิวเตอร์;Amazfit(อมาร์ทฟิต);913;16919;จังหวัดสมุทรสาคร;3190 . AZSQKMHK Amazfit GTS 2E Waterproof Smartwatch SpO2 GTS2 E Smart watch AMOLED 1 0 ;3190 บ.โค้ด 2 2 วัดออกซิเจนในเลือด นับก้าว 2 สัมผัสได้เต็มจอ วัดอัตราการเต้นของหัวใจ วัดชีพจร ความดัน นาฬิกาสมาร์ทวอทช์อัจฉริยะ อภาพ นาฬิกาอัจฉริยะ ประกัน 1 ปี ผ่อน 0 
[389บ.ทักแชทลด 40.-] Eloop F3 พัดลมพกพา ใช้นาน 20 ชม.ชาร์จแบตได้ USB Rechargeable Portable FAN แรง 3 ระดับ ของแท้;459.0;7819;4.833986562150056;https://cf.shopee.co.th/file/c8d1260cf88917725db33568ada2eeb2_tn;มือถือและอุปกรณ์เสริม;https://shopee.co.th/[389บ.ทักแชทลด-40.-]-Eloop-F3-พัดลมพกพา-ใช้นาน-20-ชม.ชาร์จแบตได้-USB-Rechargeable-Portable-FAN-แรง-3-ระดับ-ของแท้-i.28426506.2621708452;Shopee;;อุปกรณ์เสริมโทรศัพท์มือถือและแท็บเล็ต;Eloop(อีลูป);7272;16763;จังหวัดนนทบุรี;389 . 40.- Eloop F3 20 . USB Rechargeable Portable FAN 3 ;389บ.ทักแชทลด 40.- 3 พัดลมพกพา ใช้นาน 20 ชม.ชาร์จแบตได้ แรง 3 ระดับ ของแท้ 
[519บ.ทักแชทลด 40.-] Eloop E33 แบตสำรอง 10000mAh QC 3.0 | PD 18W Power Bank ชาร์จเร็ว Quick Charge ของแท้ 100% | Orsen Power Bank พาเวอร์แบงค์ เพาเวอร์แบงค์ Type C Output สำหรับ iPhone 5 6 7 8 X XS 11 12 13 mini pro max ทุกรุ่น ของแท้100%;559.0;2721;4.822958309537407;https://cf.shopee.co.th/file/6fca4b6a06c71ce690e2a89212740e86_tn;แบตเตอรี่สำรอง;https://shopee.co.th/[519บ.ทักแชทลด-40.-]-Eloop-E33-แบตสำรอง-10000mAh-QC-3.0-|-PD-18W-Power-Bank-ชาร์จเร็ว-Quick-Charge-ของแท้-100%-|-Orsen-Power-Bank-พาเวอร์แบงค์-เพาเวอร์แบงค์-Type-C-Output-สำหรับ-iPhone-5-6-7-8-X-XS-11-12-13-mini-pro-max-ทุกรุ่น-ของแท้100%-i.28426506.5606980067;Shopee;;อุปกรณ์เสริมโทรศัพท์มือถือและแท็บเล็ต;Eloop(อีลูป);3468;4965;จังหวัดนนทบุรี;519 . 40.- Eloop E33 10000mAh QC 3.0 PD 18W Power Bank Quick Charge 100 Orsen Power Bank Type C Output iPhone 5 6 7 8 X XS 11 12 13 mini pro max 100 ;519บ.ทักแชทลด 40.- 33 แบตสำรอง 10000 3.0 18 ชาร์จเร็ว ของแท้ 100 พาเวอร์แบงค์ เพาเวอร์แบงค์ สำหรับ 5 6 7 8 11 12 13 ทุกรุ่น ของแท้100 
[606บ.โค้ดAZSQKMHK] IMILAB Webcam คมชัด FHD 1080p พร้อมไมโครโฟนในตัว กล้องเว็บแคม เว็บแคม ศูนย์ไทย -15M;699.0;1409;4.839805825242719;https://cf.shopee.co.th/file/4ba04034773668b5b18dc2196ee8b1fe_tn;อุปกรณ์เสริมคอมพิวเตอร์;https://shopee.co.th/[606บ.โค้ดAZSQKMHK]-IMILAB-Webcam-คมชัด-FHD-1080p-พร้อมไมโครโฟนในตัว-กล้องเว็บแคม-เว็บแคม-ศูนย์ไทย--15M-i.311504255.9064281885;Shopee;;อุปกรณ์เสริมคอมพิวเตอร์;Imilab(ไอมี่แลป);2526;7580;จังหวัดสมุทรปราการ;606 . AZSQKMHK IMILAB Webcam FHD 1080p -15M ;606บ.โค้ด คมชัด 1080 พร้อมไมโครโฟนในตัว กล้องเว็บแคม เว็บแคม ศูนย์ไทย -15 
[759บ.ทักแชทลด 40.-] Eloop E43 แบตสำรองชาร์จเร็ว 25000mAh QC3.0 PD 30W Max PowerBank Quick FastCharge ของแท้ | Orsen Power Bank พาเวอร์แบงค์ เพาเวอร์แบงค์ Type C Output สำหรับ iPhone 5 6 7 8 X XS 11 12 13 mini pro max ทุกรุ่น ของแท้100%;799.0;4446;4.849743150684931;https://cf.shopee.co.th/file/e04aebe1c063bd671ab977c1d2e7b79c_tn;แบตเตอรี่สำรอง;https://shopee.co.th/[759บ.ทักแชทลด-40.-]-Eloop-E43-แบตสำรองชาร์จเร็ว-25000mAh-QC3.0-PD-30W-Max-PowerBank-Quick-FastCharge-ของแท้-|-Orsen-Power-Bank-พาเวอร์แบงค์-เพาเวอร์แบงค์-Type-C-Output-สำหรับ-iPhone-5-6-7-8-X-XS-11-12-13-mini-pro-max-ทุกรุ่น-ของแท้100%-i.28426506.5940762241;Shopee;;อุปกรณ์เสริมโทรศัพท์มือถือและแท็บเล็ต;Eloop(อีลูป);4583;5516;จังหวัดนนทบุรี;759 . 40.- Eloop E43 25000mAh QC3.0 PD 30W Max PowerBank Quick FastCharge Orsen Power Bank Type C Output iPhone 5 6 7 8 X XS 11 12 13 mini pro max 100 ;759บ.ทักแชทลด 40.- 43 แบตสำรองชาร์จเร็ว 25000 3.0 30 ของแท้ พาเวอร์แบงค์ เพาเวอร์แบงค์ สำหรับ 5 6 7 8 11 12 13 ทุกรุ่น ของแท้100 
[COD]1080P เว็บแคมHD Auto Focus ในตัวกล้องเว็บสำหรับคอมพิวเตอร์พีซีแล็ปท็อปวิดีโอการประชุมคลาสเว็บแคมพ360องศาปรับwebcam;254.0;255;4.510067114093959;https://cf.shopee.co.th/file/bf9bb49a642cbfb6c79776532b9cd691_tn;อุปกรณ์เสริมคอมพิวเตอร์;https://shopee.co.th/[COD]1080P-เว็บแคมHD-Auto-Focus-ในตัวกล้องเว็บสำหรับคอมพิวเตอร์พีซีแล็ปท็อปวิดีโอการประชุมคลาสเว็บแคมพ360องศาปรับwebcam-i.558531702.10464696739;Shopee;;อุปกรณ์เสริมคอมพิวเตอร์;;4303;1811;จังหวัดปทุมธานี;COD 1080P HD Auto Focus 360 webcam ;1080 เว็บแคม ในตัวกล้องเว็บสำหรับคอมพิวเตอร์พีซีแล็ปท็อปวิดีโอการประชุมคลาสเว็บแคมพ360องศาปรับ 
"""""""[COMZING] คอมประกอบ เล่นเกม CORE i3-2100 3.10GHz | RAM 8GB | การ์ดจอแยก 1G | SSD 120GB พร้อมจอ 19"""""""" คอมพิวเตอร์ เล่นเกม ทำงานลื่นๆ พร้อมใช้งาน (ครบชุด)""""""";5090.0;648;4.72972972972973;https://cf.shopee.co.th/file/0b7c6a426fb6989719bffb2244ec5c45_tn;แล็ปท็อปและคอมตั้งโต๊ะ;https://shopee.co.th/[COMZING]-คอมประกอบ-เล่นเกม-CORE-i3-2100-3.10GHz-|-RAM-8GB-|-การ์ดจอแยก-1G-|-SSD-120GB-พร้อมจอ-19-คอมพิวเตอร์-เล่นเกม-ทำงานลื่นๆ-พร้อมใช้งาน-(ครบชุด)-i.102917471.6163386820;Shopee;;คอมพิวเตอร์และแล็ปท็อป;NoBrand(ไม่มียี่ห้อ);72;3578;จังหวัดนครราชสีมา;COMZING CORE i3-2100 3.10GHz RAM 8GB 1G SSD 120GB 19 ;คอมประกอบ เล่นเกม 3-2100 3.10 8 การ์ดจอแยก 1 120 พร้อมจอ 19 คอมพิวเตอร์ เล่นเกม ทำงานลื่นๆ พร้อมใช้งาน ครบชุด 
[Mi series] Xiaomi Mi 11T | 11TPro Snap™ 888 จอ 6.67” | กล้อง108MP เครื่องศูนย์ไทย 11 Mi11T Pro | Mi10T | Mi 10T Pro 5G;11580.0;1273;4.894366197183099;https://cf.shopee.co.th/file/2ecd38aad363d00e348e60e9fa3611c3_tn;โทรศัพท์มือถือ;https://shopee.co.th/[Mi-series]-Xiaomi-Mi-11T-|-11TPro-Snap™-888-จอ-6.67”-|-กล้อง108MP-เครื่องศูนย์ไทย-11-Mi11T-Pro-|-Mi10T-|-Mi-10T-Pro-5G-i.9973813.3861956682;Shopee;;โทรศัพท์มือถือและแท็บเล็ต;Xiaomi(เสี่ยวมี่);568;10707;จังหวัดกรุงเทพมหานคร;Mi series Xiaomi Mi 11T 11TPro Snap 888 6.67 108MP 11 Mi11T Pro Mi10T Mi 10T Pro 5G ;11 11 888 จอ 6.67 กล้อง108 เครื่องศูนย์ไทย 11 11 10 10 5 
"""""""[New] Samsung Galaxy Tab A8 LTE | WiFi 4/64GB จอใหญ่ 10.5"""""""" แบต 7,040mAh ผ่อน0% MobileCafe""""""";8670.0;205;4.928571428571429;https://cf.shopee.co.th/file/ed765b8cc178acbe5cd18b9434779707_tn;แท็บเล็ต;https://shopee.co.th/[New]-Samsung-Galaxy-Tab-A8-LTE-|-WiFi-4/64GB-จอใหญ่-10.5-แบต-7,040mAh-ผ่อน0%-MobileCafe-i.9973813.3742727500;Shopee;;โทรศัพท์มือถือและแท็บเล็ต;;43;2752;จังหวัดกรุงเทพมหานคร;New Samsung Galaxy Tab A8 LTE WiFi 4 64GB 10.5 7 040mAh 0 MobileCafe ;8 4 64 จอใหญ่ 10.5 แบต 7 040 ผ่อน0 
[OEM] สายรัดอก รัดอก คาดอก action camera;135.0;99;4.829268292682927;https://cf.shopee.co.th/file/185073650cac9b9cc890584efeef206c_tn;กล้องแอคชั่น;https://shopee.co.th/[OEM]-สายรัดอก-รัดอก-คาดอก-action-camera-i.5683335.25926516;Shopee;;กล้อง;OEM;82;49;จังหวัดกรุงเทพมหานคร;OEM action camera ;สายรัดอก รัดอก คาดอก 
[Official][ใหม่!! iPhone 13] Focus ฟิล์มกระจกแบบใส ไม่มีขอบสี สำหรับ iPhone ครบทุกรุ่น;159.0;1980;4.775916835114063;https://cf.shopee.co.th/file/e12ccf1c47059e4820782fc2e1424145_tn;อุปกรณ์กันรอยหน้าจอ;https://shopee.co.th/[Official][ใหม่!!-iPhone-13]-Focus-ฟิล์มกระจกแบบใส-ไม่มีขอบสี-สำหรับ-iPhone-ครบทุกรุ่น-i.24771736.7101946980;Shopee;;อุปกรณ์เสริมโทรศัพท์มือถือและแท็บเล็ต;Focus(โฟกัส);8992;11291;จังหวัดสมุทรปราการ;Official iPhone 13 Focus iPhone ;ใหม่ 13 ฟิล์มกระจกแบบใส ไม่มีขอบสี สำหรับ ครบทุกรุ่น 
[กดโค้ดลดเพิ่ม] Samsung Galaxy S21 Ultra 5G เครื่องศูนย์ไทย ประกันศูนย์ทั่วประเทศ S21Ultra 5G ผ่อน0% MobileCafe;26540.0;1447;4.870503597122302;https://cf.shopee.co.th/file/d0e0c2c2882ef8885864840f3af0b5a6_tn;โทรศัพท์มือถือ;https://shopee.co.th/[กดโค้ดลดเพิ่ม]-Samsung-Galaxy-S21-Ultra-5G-เครื่องศูนย์ไทย-ประกันศูนย์ทั่วประเทศ-S21Ultra-5G-ผ่อน0%-MobileCafe-i.9973813.5977380493;Shopee;;โทรศัพท์มือถือและแท็บเล็ต;;742;4274;จังหวัดกรุงเทพมหานคร;Samsung Galaxy S21 Ultra 5G S21Ultra 5G 0 MobileCafe ;กดโค้ดลดเพิ่ม 21 5 เครื่องศูนย์ไทย ประกันศูนย์ทั่วประเทศ 21 5 ผ่อน0 
[กรอกโค้ด NEWAUG8 ลด 20% สูงสุด 120 บาท ไม่มีขั้นต่ำ]ชุดทำยาดมสมุนไพรทำใช้เอง;230.0;131;4.697916666666667;https://cf.shopee.co.th/file/aa6348685806b59203714311f5ec2755_tn;ฟิล์ม;https://shopee.co.th/[กรอกโค้ด-NEWAUG8-ลด-20%-สูงสุด-120-บาท-ไม่มีขั้นต่ำ]ชุดทำยาดมสมุนไพรทำใช้เอง-i.28309612.421879834;Shopee;;อุปกรณ์เสริมโทรศัพท์มือถือและแท็บเล็ต;อื่นๆ;383;56;จังหวัดระยอง;NEWAUG8 20 120 ;กรอกโค้ด 8 ลด 20 สูงสุด 120 บาท ไม่มีขั้นต่ำ ชุดทำยาดมสมุนไพรทำใช้เอง 
[การ์ดแยก] 1 to 4 PCIE - ขยายช่องการ์ดจอ ชิป H61, B85, Z170 เท่านั้น โปรดอ่านก่อนสั่งซื้อ;559.0;133;4.843971631205674;https://cf.shopee.co.th/file/12ca3860f3231e9d80b194462b5303a3_tn;ชิ้นส่วนคอมพิวเตอร์;https://shopee.co.th/[การ์ดแยก]-1-to-4-PCIE---ขยายช่องการ์ดจอ-ชิป-H61,-B85,-Z170-เท่านั้น-โปรดอ่านก่อนสั่งซื้อ-i.37412824.746185478;Shopee;;ชิ้นส่วนคอมพิวเตอร์;;1048;407;จังหวัดนครราชสีมา;1 to 4 PCIE - H61 B85 Z170 ;การ์ดแยก 1 4 - ขยายช่องการ์ดจอ ชิป 61 85 170 เท่านั้น โปรดอ่านก่อนสั่งซื้อ 
[คีย์บอร์ดไทย] คีย์บอร์ดบลูทู ธ , เมาส์บลูทู ธ , คีย์บอร์ด iPad, เม้าส์, เหมาะสำหรับแท็บเล็ต Android / IOS / Windows;138.0;6920;4.72409381663113;https://cf.shopee.co.th/file/b40bbf0482d89a6383acf7c489ae2839_tn;อุปกรณ์เสริมคอมพิวเตอร์;https://shopee.co.th/[คีย์บอร์ดไทย]-คีย์บอร์ดบลูทู-ธ-,-เมาส์บลูทู-ธ-,-คีย์บอร์ด-iPad,-เม้าส์,-เหมาะสำหรับแท็บเล็ต-Android-/-IOS-/-Windows-i.235400730.7039647294;Shopee;;อุปกรณ์เสริมคอมพิวเตอร์;No Brand(ไม่มียี่ห้อ);8201;2652;จังหวัดกรุงเทพมหานคร;iPad Android IOS Windows ;คีย์บอร์ดไทย คีย์บอร์ดบลูทู ธ เมาส์บลูทู ธ คีย์บอร์ด เม้าส์ เหมาะสำหรับแท็บเล็ต 
[คืน87c.โค้ด CCB22MAR1000] Eloop E14 ของแท้ 100% แบตสำรอง 20000mAh Power Bank พาวเวอร์แบงค์ เพาเวอร์แบงค์ พกพา;579.0;4317;4.7037796659830065;https://cf.shopee.co.th/file/ad6bb5579231bf279cc83d8201bd49c0_tn;แบตเตอรี่สำรอง;https://shopee.co.th/[คืน87c.โค้ด-CCB22MAR1000]-Eloop-E14-ของแท้-100%-แบตสำรอง-20000mAh-Power-Bank-พาวเวอร์แบงค์-เพาเวอร์แบงค์-พกพา-i.4912665.18210275;Shopee;;อุปกรณ์เสริมโทรศัพท์มือถือและแท็บเล็ต;Eloop(อีลูป);7711;538;จังหวัดนนทบุรี;87c. CCB22MAR1000 Eloop E14 100 20000mAh Power Bank ;คืน87 .โค้ด 22 1000 14 ของแท้ 100 แบตสำรอง 20000 พาวเวอร์แบงค์ เพาเวอร์แบงค์ พกพา 
[ประกันไทย] คีย์บอร์ด Royal Kludge RK61 คีย์ไทยไฟลอด RK RGB Hotswap Wireless ไร้สาย Mechanical Keyboard คีย์บอร์ดไร้สาย;1590.0;564;4.920863309352518;https://cf.shopee.co.th/file/389c43e45ee4ed1d036da230adbaaff3_tn;อุปกรณ์สำหรับเล่นเกม;https://shopee.co.th/[ประกันไทย]-คีย์บอร์ด-Royal-Kludge-RK61-คีย์ไทยไฟลอด-RK-RGB-Hotswap-Wireless-ไร้สาย-Mechanical-Keyboard-คีย์บอร์ดไร้สาย-i.17216515.13751980294;Shopee;;อุปกรณ์สำหรับเกมเมอร์;;352;7503;จังหวัดกรุงเทพมหานคร;Royal Kludge RK61 RK RGB Hotswap Wireless Mechanical Keyboard ;ประกันไทย คีย์บอร์ด 61 คีย์ไทยไฟลอด ไร้สาย คีย์บอร์ดไร้สาย 
